drug_key,condition_key,drug_label,condition_label,n_trials,phase_breakdown,sponsors,tickers,all_n_trials,all_n_scored,all_weighted_score,all_mean_score,all_pooled_drug_rate,all_drug_at_risk_total,all_drug_affected_total,pivotal_n_trials,pivotal_n_scored,pivotal_weighted_score,pivotal_mean_score,pivotal_pooled_drug_rate,pivotal_drug_at_risk_total,pivotal_drug_affected_total
mesh:C000588548,mesh:D003093,GED0301,"Colitis, Ulcerative",1,1 P2,Celgene,BMY,1,0,,,0.06666666666666667,75,5,0,0,,,,0,0
mesh:C000588548,mesh:D003424,GED0301,Crohn Disease,1,1 P1,Celgene,BMY,1,0,,,,0,0,0,0,,,,0,0
mesh:C000588548,raw:healthy volunteers,GED0301,Healthy Volunteers,1,1 P1,Celgene,BMY,1,0,,,,0,0,0,0,,,,0,0
mesh:C000588857,mesh:D001172,guselkumab,"Arthritis, Rheumatoid",1,1 P2,"Janssen Research & Development, LLC",JNJ,1,1,-0.0104664685359865,-0.0104664685359865,0.045871559633027525,218,10,0,0,,,,0,0
mesh:C000588857,mesh:D003424,guselkumab,Crohn Disease,1,1 P3,Janssen Pharmaceutical K.K.,JNJ,1,0,,,0.07894736842105263,38,3,1,0,,,0.07894736842105263,38,3
mesh:C000588857,mesh:D011125,guselkumab,Adenomatous Polyposis Coli,1,1 P1,"Janssen Research & Development, LLC",JNJ,1,0,,,,0,0,0,0,,,,0,0
mesh:C000588857,mesh:D011565,guselkumab,Psoriasis,17,"1 P4, 11 P3, 2 P2, 2 P1, 1 ?","Janssen Inc., Janssen Pharmaceutical K.K., Janssen Research & Development, LLC, Janssen-Cilag G.m.b.H, Janssen-Cilag International NV, Janssen-Cilag Ltd., Janssen-Cilag S.p.A.",JNJ,17,7,0.011442224768611032,-0.0007853858203006712,0.051108870967741936,9920,507,12,6,0.011902451235756319,-0.001957843842012167,0.05277660025434506,9436,498
mesh:C000588857,mesh:D015535,guselkumab,"Arthritis, Psoriatic",5,"3 P3, 2 P2","Janssen Pharmaceutica N.V., Belgium, Janssen Research & Development, LLC",JNJ,5,3,0.008116967345946496,0.0153839865604814,0.04794520547945205,1606,77,3,2,0.0033576937337622334,0.0010664104627316996,0.047459893048128345,1496,71
mesh:C000588857,mesh:D017497,guselkumab,Hidradenitis Suppurativa,1,1 P2,"Janssen Research & Development, LLC",JNJ,1,1,-0.0206750438340151,-0.0206750438340151,0.03017241379310345,232,7,0,0,,,,0,0
mesh:C000588857,mesh:D019066,guselkumab,Facies,1,1 ?,Janssen-Cilag S.p.A.,JNJ,1,0,,,,0,0,0,0,,,,0,0
mesh:C000588857,raw:healthy,guselkumab,Healthy,6,6 P1,"Janssen Pharmaceutical K.K., Janssen Research & Development, LLC",JNJ,6,0,,,,0,0,0,0,,,,0,0
mesh:C000588857,raw:moderate plaque psoriasis,guselkumab,Moderate Plaque Psoriasis,1,1 P3,"Janssen Research & Development, LLC",JNJ,1,1,0.0395084485407066,0.0395084485407066,0.05333333333333334,225,12,1,1,0.0395084485407066,0.0395084485407066,0.05333333333333334,225,12
mesh:C000588857,raw:plaque psoriasis,guselkumab,Plaque Psoriasis,2,"1 P4, 1 P3","Eli Lilly and Company, Janssen Research & Development, LLC","JNJ, LLY",2,0,,,0.02158273381294964,1946,42,2,0,,,0.02158273381294964,1946,42
mesh:C000588857,raw:scalp psoriasis,guselkumab,Scalp Psoriasis,1,1 P3,"Janssen Research & Development, LLC",JNJ,1,0,,,,0,0,1,0,,,,0,0
mesh:C000589391,mesh:D009369,"6-(1H-indazol-6-yl)-N-(4-morpholinophenyl)imidazo(1,2-a)pyrazin-8-amine",Neoplasms,1,1 P1,Gilead Sciences,GILD,1,0,,,0.0,55,0,0,0,,,,0,0
mesh:C000589391,mesh:D015451,"6-(1H-indazol-6-yl)-N-(4-morpholinophenyl)imidazo(1,2-a)pyrazin-8-amine","Leukemia, Lymphocytic, Chronic, B-Cell",1,1 P2,Gilead Sciences,GILD,1,0,,,0.4444444444444444,36,16,0,0,,,,0,0
mesh:C000589393,mesh:D002289,olaratumab,"Carcinoma, Non-Small-Cell Lung",1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.3624161073825503,149,54,0,0,,,,0,0
mesh:C000589393,mesh:D007890,olaratumab,Leiomyosarcoma,1,1 P3,Eli Lilly and Company,LLY,1,1,0.0511305924085446,0.0511305924085446,0.4085603112840467,257,105,1,1,0.0511305924085446,0.0511305924085446,0.4085603112840467,257,105
mesh:C000589393,mesh:D008080,olaratumab,Liposarcoma,1,1 P3,Eli Lilly and Company,LLY,1,1,0.0511305924085446,0.0511305924085446,0.4085603112840467,257,105,1,1,0.0511305924085446,0.0511305924085446,0.4085603112840467,257,105
mesh:C000589393,mesh:D008175,olaratumab,Lung Neoplasms,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.3624161073825503,149,54,0,0,,,,0,0
mesh:C000589393,mesh:D008223,olaratumab,Lymphoma,1,1 P1,Eli Lilly and Company,LLY,1,0,,,,0,0,0,0,,,,0,0
mesh:C000589393,mesh:D009362,olaratumab,Neoplasm Metastasis,2,2 P1,Eli Lilly and Company,LLY,2,0,,,0.34523809523809523,84,29,0,0,,,,0,0
mesh:C000589393,mesh:D009369,olaratumab,Neoplasms,4,"1 P2, 3 P1",Eli Lilly and Company,LLY,4,0,,,0.3802083333333333,192,73,0,0,,,,0,0
mesh:C000589393,mesh:D010051,olaratumab,Ovarian Neoplasms,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.423841059602649,151,64,0,0,,,,0,0
mesh:C000589393,mesh:D010190,olaratumab,Pancreatic Neoplasms,1,1 P2,Eli Lilly and Company,LLY,1,1,0.0957181976599451,0.0957181976599451,0.6213592233009708,103,64,0,0,,,,0,0
mesh:C000589393,mesh:D011471,olaratumab,Prostatic Neoplasms,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.37857142857142856,140,53,0,0,,,,0,0
mesh:C000589393,mesh:D012509,olaratumab,Sarcoma,7,"1 P3, 2 P2, 4 P1",Eli Lilly and Company,LLY,7,2,0.03994395851880983,0.0363534098993627,0.4329896907216495,776,336,1,1,0.0511305924085446,0.0511305924085446,0.4085603112840467,257,105
mesh:C000589393,mesh:D051677,olaratumab,"Histiocytoma, Malignant Fibrous",1,1 P3,Eli Lilly and Company,LLY,1,1,0.0511305924085446,0.0511305924085446,0.4085603112840467,257,105,1,1,0.0511305924085446,0.0511305924085446,0.4085603112840467,257,105
mesh:C000589490,mesh:D002289,omaveloxolone,"Carcinoma, Non-Small-Cell Lung",1,1 P1,Biogen,BIIB,1,0,,,,0,0,0,0,,,,0,0
mesh:C000589490,mesh:D005621,omaveloxolone,Friedreich Ataxia,1,1 P2,Biogen,BIIB,1,1,-0.0239200787955536,-0.0239200787955536,0.04854368932038835,103,5,0,0,,,,0,0
mesh:C000589490,mesh:D007249,omaveloxolone,Inflammation,1,1 P2,Biogen,BIIB,1,1,0.0,0.0,0.0,210,0,0,0,,,,0,0
mesh:C000589490,mesh:D008545,omaveloxolone,Melanoma,2,"1 P2, 1 P1",Biogen,BIIB,2,0,,,0.34146341463414637,41,14,0,0,,,,0,0
mesh:C000589490,mesh:D009362,omaveloxolone,Neoplasm Metastasis,2,"1 P2, 1 P1",Biogen,BIIB,2,0,,,0.34146341463414637,41,14,0,0,,,,0,0
mesh:C000589490,mesh:D009877,omaveloxolone,Endophthalmitis,1,1 P2,Biogen,BIIB,1,1,0.0,0.0,0.0,210,0,0,0,,,,0,0
mesh:C000589490,mesh:D012008,omaveloxolone,Recurrence,1,1 P1,Biogen,BIIB,1,0,,,,0,0,0,0,,,,0,0
mesh:C000589490,mesh:D017240,omaveloxolone,Mitochondrial Myopathies,1,1 P2,Biogen,BIIB,1,1,0.023076923076923,0.023076923076923,0.1,40,4,0,0,,,,0,0
mesh:C000589490,mesh:D028361,omaveloxolone,Mitochondrial Diseases,1,1 P2,Biogen,BIIB,1,1,-0.0239200787955536,-0.0239200787955536,0.04854368932038835,103,5,0,0,,,,0,0
mesh:C000589490,mesh:D058447,omaveloxolone,Eye Pain,1,1 P2,Biogen,BIIB,1,1,0.0,0.0,0.0,210,0,0,0,,,,0,0
mesh:C000589490,raw:health adult subjects,omaveloxolone,Health Adult Subjects,1,1 P1,Biogen,BIIB,1,0,,,,0,0,0,0,,,,0,0
mesh:C000589490,raw:healthy,omaveloxolone,Healthy,1,1 P1,Biogen,BIIB,1,0,,,,0,0,0,0,,,,0,0
mesh:C000589490,raw:healthy adult subjects,omaveloxolone,Healthy Adult Subjects,2,2 P1,Biogen,BIIB,2,0,,,,0,0,0,0,,,,0,0
mesh:C000589490,raw:healthy volunteer,omaveloxolone,Healthy Volunteer,3,3 P1,Biogen,BIIB,3,0,,,,0,0,0,0,,,,0,0
mesh:C000589490,raw:hepatic impairment,omaveloxolone,Hepatic Impairment,1,1 P1,Biogen,BIIB,1,0,,,,0,0,0,0,,,,0,0
mesh:C000589651,mesh:D008545,ribociclib,Melanoma,1,1 P2,Pfizer,PFE,1,0,,,0.5231481481481481,216,113,0,0,,,,0,0
mesh:C000589651,raw:locally advanced or metastatic nras mutant melanoma,ribociclib,Locally Advanced or Metastatic NRAS Mutant Melanoma,1,1 P2,Pfizer,PFE,1,0,,,0.5098039215686274,102,52,0,0,,,,0,0
mesh:C000589651,raw:solid tumors harboring a braf v600 mutation,ribociclib,Solid Tumors Harboring a BRAF V600 Mutation,1,1 P2,Pfizer,PFE,1,0,,,0.47619047619047616,189,90,0,0,,,,0,0
mesh:C000589982,mesh:D003929,"4-chloro-2-fluoro-N-(2-fluorophenyl)-5-(hexahydropyrrolo(1,2-a)pyrazin-2(1H)-ylcarbonyl)benzenesulfonamide",Diabetic Neuropathies,1,1 P2,"AbbVie (prior sponsor, Abbott)",ABBV,1,0,,,,0,0,0,0,,,,0,0
mesh:C000589982,mesh:D009437,"4-chloro-2-fluoro-N-(2-fluorophenyl)-5-(hexahydropyrrolo(1,2-a)pyrazin-2(1H)-ylcarbonyl)benzenesulfonamide",Neuralgia,1,1 P2,"AbbVie (prior sponsor, Abbott)",ABBV,1,0,,,,0,0,0,0,,,,0,0
mesh:C000589982,mesh:D010146,"4-chloro-2-fluoro-N-(2-fluorophenyl)-5-(hexahydropyrrolo(1,2-a)pyrazin-2(1H)-ylcarbonyl)benzenesulfonamide",Pain,1,1 P2,"AbbVie (prior sponsor, Abbott)",ABBV,1,0,,,,0,0,0,0,,,,0,0
mesh:C000589982,mesh:D020422,"4-chloro-2-fluoro-N-(2-fluorophenyl)-5-(hexahydropyrrolo(1,2-a)pyrazin-2(1H)-ylcarbonyl)benzenesulfonamide",Mononeuropathies,1,1 P2,"AbbVie (prior sponsor, Abbott)",ABBV,1,0,,,,0,0,0,0,,,,0,0
mesh:C000589982,raw:diabetic neuropathic pain,"4-chloro-2-fluoro-N-(2-fluorophenyl)-5-(hexahydropyrrolo(1,2-a)pyrazin-2(1H)-ylcarbonyl)benzenesulfonamide",Diabetic Neuropathic Pain,1,1 P2,"AbbVie (prior sponsor, Abbott)",ABBV,1,0,,,,0,0,0,0,,,,0,0
mesh:C000590451,mesh:D000080443,abemaciclib,Diffuse Intrinsic Pontine Glioma,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.3191489361702128,47,15,0,0,,,,0,0
mesh:C000590451,mesh:D000086002,abemaciclib,"Mesothelioma, Malignant",1,1 P1,Eli Lilly and Company,LLY,1,0,,,,0,0,0,0,,,,0,0
mesh:C000590451,mesh:D001932,abemaciclib,Brain Neoplasms,2,2 P2,Eli Lilly and Company,LLY,2,0,,,0.2822966507177033,209,59,0,0,,,,0,0
mesh:C000590451,mesh:D001943,abemaciclib,Breast Neoplasms,7,"1 P4, 4 P2, 2 P1",Eli Lilly and Company,LLY,7,0,,,0.12437810945273632,1005,125,1,0,,,0.07,200,14
mesh:C000590451,mesh:D002289,abemaciclib,"Carcinoma, Non-Small-Cell Lung",6,"2 P2, 4 P1",Eli Lilly and Company,LLY,6,0,,,0.3484848484848485,528,184,0,0,,,,0,0
mesh:C000590451,mesh:D004806,abemaciclib,Ependymoma,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.3191489361702128,47,15,0,0,,,,0,0
mesh:C000590451,mesh:D005909,abemaciclib,Glioblastoma,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.3191489361702128,47,15,0,0,,,,0,0
mesh:C000590451,mesh:D005910,abemaciclib,Glioma,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.3191489361702128,47,15,0,0,,,,0,0
mesh:C000590451,mesh:D008223,abemaciclib,Lymphoma,2,2 P1,Eli Lilly and Company,LLY,2,0,,,0.3333333333333333,12,4,0,0,,,,0,0
mesh:C000590451,mesh:D008228,abemaciclib,"Lymphoma, Non-Hodgkin",2,"1 P2, 1 P1",Eli Lilly and Company,LLY,2,0,,,0.4642857142857143,28,13,0,0,,,,0,0
mesh:C000590451,mesh:D008527,abemaciclib,Medulloblastoma,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.3191489361702128,47,15,0,0,,,,0,0
mesh:C000590451,mesh:D008545,abemaciclib,Melanoma,3,"1 P2, 2 P1",Eli Lilly and Company,LLY,3,0,,,0.2716049382716049,162,44,0,0,,,,0,0
mesh:C000590451,mesh:D008654,abemaciclib,Mesothelioma,1,1 P1,Eli Lilly and Company,LLY,1,0,,,,0,0,0,0,,,,0,0
mesh:C000590451,mesh:D009362,abemaciclib,Neoplasm Metastasis,7,"1 P4, 6 P1",Eli Lilly and Company,LLY,7,0,,,0.15508021390374332,561,87,1,0,,,0.07,200,14
mesh:C000590451,mesh:D009369,abemaciclib,Neoplasms,1,1 P1,Eli Lilly and Company,LLY,1,0,,,0.1978021978021978,91,18,0,0,,,,0,0
mesh:C000590451,mesh:D009447,abemaciclib,Neuroblastoma,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.3191489361702128,47,15,0,0,,,,0,0
mesh:C000590451,mesh:D010190,abemaciclib,Pancreatic Neoplasms,2,"1 P2, 1 P1",Eli Lilly and Company,LLY,2,0,,,0.5510204081632653,98,54,0,0,,,,0,0
mesh:C000590451,mesh:D011471,abemaciclib,Prostatic Neoplasms,1,1 P1,Eli Lilly and Company,LLY,1,0,,,,0,0,0,0,,,,0,0
mesh:C000590451,mesh:D012208,abemaciclib,Rhabdomyosarcoma,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.3191489361702128,47,15,0,0,,,,0,0
mesh:C000590451,mesh:D012512,abemaciclib,"Sarcoma, Ewing",1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.3191489361702128,47,15,0,0,,,,0,0
mesh:C000590451,mesh:D012516,abemaciclib,Osteosarcoma,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.3191489361702128,47,15,0,0,,,,0,0
mesh:C000590451,mesh:D015179,abemaciclib,Colorectal Neoplasms,2,2 P1,Eli Lilly and Company,LLY,2,0,,,,0,0,0,0,,,,0,0
mesh:C000590451,mesh:D018335,abemaciclib,Rhabdoid Tumor,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.3191489361702128,47,15,0,0,,,,0,0
mesh:C000590451,mesh:D020522,abemaciclib,"Lymphoma, Mantle-Cell",2,"1 P2, 1 P1",Eli Lilly and Company,LLY,2,0,,,0.4642857142857143,28,13,0,0,,,,0,0
mesh:C000590451,mesh:D048550,abemaciclib,Hepatic Insufficiency,1,1 P1,Eli Lilly and Company,LLY,1,0,,,0.02857142857142857,35,1,0,0,,,,0,0
mesh:C000590451,raw:advanced cancer,abemaciclib,Advanced Cancer,2,2 P1,Eli Lilly and Company,LLY,2,0,,,0.27555555555555555,225,62,0,0,,,,0,0
mesh:C000590451,raw:healthy,abemaciclib,Healthy,4,4 P1,Eli Lilly and Company,LLY,4,2,0.0,0.0,0.0,579,0,0,0,,,,0,0
mesh:C000590451,raw:healthy volunteers,abemaciclib,Healthy Volunteers,4,4 P1,Eli Lilly and Company,LLY,4,0,,,0.005952380952380952,168,1,0,0,,,,0,0
mesh:C000590451,raw:her-2 positive breast cancer,abemaciclib,HER-2 Positive Breast Cancer,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.23348017621145375,227,53,0,0,,,,0,0
mesh:C000590451,raw:hormone receptor positive breast cancer,abemaciclib,Hormone Receptor Positive Breast Cancer,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.23348017621145375,227,53,0,0,,,,0,0
mesh:C000590451,raw:metastatic castration-resistant prostate cancer,abemaciclib,Metastatic Castration-Resistant Prostate Cancer,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.4090909090909091,44,18,0,0,,,,0,0
mesh:C000590786,mesh:D002277,lorlatinib,Carcinoma,1,1 P4,Pfizer,PFE,1,0,,,0.323943661971831,71,23,1,0,,,0.323943661971831,71,23
mesh:C000590786,mesh:D002289,lorlatinib,"Carcinoma, Non-Small-Cell Lung",4,"2 P2, 2 ?",Pfizer,PFE,4,0,,,0.40476190476190477,546,221,0,0,,,,0,0
mesh:C000590786,mesh:D051437,lorlatinib,Renal Insufficiency,1,1 P1,Pfizer,PFE,1,0,,,0.0,29,0,0,0,,,,0,0
mesh:C000590786,raw:adult,lorlatinib,Adult,1,1 P1,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
mesh:C000590786,raw:advanced non-small cell lung cancer,lorlatinib,Advanced Non-Small Cell Lung Cancer,1,1 P4,Pfizer,PFE,1,0,,,0.22,100,22,1,0,,,0.22,100,22
mesh:C000590786,raw:alk-positive nsclc,lorlatinib,ALK-positive NSCLC,1,1 ?,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
mesh:C000590786,raw:drug interactions,lorlatinib,Drug Interactions,1,1 P1,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
mesh:C000590786,raw:healthy,lorlatinib,Healthy,4,4 P1,Pfizer,PFE,4,0,,,0.1388888888888889,36,5,0,0,,,,0,0
mesh:C000590786,raw:healthy volunteers,lorlatinib,Healthy Volunteers,2,2 P1,Pfizer,PFE,2,0,,,,0,0,0,0,,,,0,0
mesh:C000590786,raw:humans,lorlatinib,Humans,1,1 P1,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
mesh:C000590786,raw:moderate hepatic impairment,lorlatinib,Moderate Hepatic Impairment,1,1 P1,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
mesh:C000590786,raw:severe hepatic impairment,lorlatinib,Severe Hepatic Impairment,1,1 P1,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
mesh:C000590915,mesh:D000437,Aticaprant,Alcoholism,1,1 P1,Eli Lilly and Company,LLY,1,0,,,,0,0,0,0,,,,0,0
mesh:C000590915,mesh:D003865,Aticaprant,"Depressive Disorder, Major",3,"2 P3, 1 P2","Janssen Research & Development, LLC",JNJ,3,3,0.0012388478530225163,-0.0001203580200995,0.005110732538330494,587,3,2,2,0.002220714604495774,0.0017957475548309502,0.00597609561752988,502,3
mesh:C000590915,mesh:D012907,Aticaprant,Smoking,1,1 P2,"Janssen Research & Development, LLC",JNJ,1,0,,,,0,0,0,0,,,,0,0
mesh:C000590915,mesh:D059445,Aticaprant,Anhedonia,2,2 P3,"Janssen Research & Development, LLC",JNJ,2,2,0.002220714604495774,0.0017957475548309502,0.00597609561752988,502,3,2,2,0.002220714604495774,0.0017957475548309502,0.00597609561752988,502,3
mesh:C000590915,raw:healthy,Aticaprant,Healthy,4,4 P1,"Janssen Pharmaceutical K.K., Janssen Research & Development, LLC",JNJ,4,0,,,,0,0,0,0,,,,0,0
mesh:C000590926,mesh:D009134,nusinersen,"Muscular Atrophy, Spinal",11,"1 P4, 3 P3, 3 P2, 3 P1, 1 ?",Biogen,BIIB,11,1,-0.119047619047619,-0.119047619047619,0.51,600,306,4,1,-0.119047619047619,-0.119047619047619,0.5239923224568138,521,273
mesh:C000590930,mesh:D050197,BMS-962476,Atherosclerosis,1,1 P1,Bristol-Myers Squibb,BMY,1,0,,,,0,0,0,0,,,,0,0
mesh:C000591008,mesh:D000544,"7-(6-fluoropyridin-3-yl)-5H-pyrido(4,3-b)indole",Alzheimer Disease,1,1 P1,Eli Lilly and Company,LLY,1,1,0.125,0.125,0.125,16,2,0,0,,,,0,0
mesh:C000591237,mesh:D001172,CT-P13,"Arthritis, Rheumatoid",1,1 ?,Pfizer,PFE,1,0,,,0.08841463414634146,328,29,0,0,,,,0,0
mesh:C000591237,mesh:D003093,CT-P13,"Colitis, Ulcerative",1,1 ?,Pfizer,PFE,1,0,,,0.14982304364923318,2543,381,0,0,,,,0,0
mesh:C000591237,mesh:D003424,CT-P13,Crohn Disease,1,1 ?,Pfizer,PFE,1,0,,,0.14982304364923318,2543,381,0,0,,,,0,0
mesh:C000591237,mesh:D013167,CT-P13,"Spondylitis, Ankylosing",1,1 ?,Pfizer,PFE,1,0,,,0.08841463414634146,328,29,0,0,,,,0,0
mesh:C000591237,mesh:D015212,CT-P13,Inflammatory Bowel Diseases,1,1 ?,Pfizer,PFE,1,0,,,0.14982304364923318,2543,381,0,0,,,,0,0
mesh:C000591237,mesh:D015535,CT-P13,"Arthritis, Psoriatic",1,1 ?,Pfizer,PFE,1,0,,,0.08841463414634146,328,29,0,0,,,,0,0
mesh:C000591241,mesh:D007239,presatovir,Infections,1,1 P2,Gilead Sciences,GILD,1,0,,,,0,0,0,0,,,,0,0
mesh:C000591241,mesh:D012141,presatovir,Respiratory Tract Infections,1,1 P2,Gilead Sciences,GILD,1,1,-0.0660818713450292,-0.0660818713450292,0.18947368421052632,95,18,0,0,,,,0,0
mesh:C000591241,mesh:D014777,presatovir,Virus Diseases,1,1 P2,Gilead Sciences,GILD,1,0,,,,0,0,0,0,,,,0,0
mesh:C000591241,mesh:D018357,presatovir,Respiratory Syncytial Virus Infections,4,"3 P2, 1 P1",Gilead Sciences,GILD,4,2,-0.0409087304591744,-0.029693663806394648,0.12295081967213115,122,15,0,0,,,,0,0
mesh:C000591241,raw:respiratory syncytial virus (rsv),presatovir,Respiratory Syncytial Virus (RSV),1,1 P2,Gilead Sciences,GILD,1,1,-0.15,-0.15,0.05,40,2,0,0,,,,0,0
mesh:C000591245,mesh:D003924,semaglutide,"Diabetes Mellitus, Type 2",3,"2 P3, 1 P1",Eli Lilly and Company,LLY,3,1,-0.0601926163723916,-0.0601926163723916,0.05033045246568378,1967,99,2,0,,,0.05218317358892439,1878,98
mesh:C000591245,mesh:D004194,semaglutide,Disease,1,1 P3,Eli Lilly and Company,LLY,1,0,,,0.04133333333333333,750,31,1,0,,,0.04133333333333333,750,31
mesh:C000591245,mesh:D009043,semaglutide,Motor Activity,1,1 P3,Eli Lilly and Company,LLY,1,0,,,0.04133333333333333,750,31,1,0,,,0.04133333333333333,750,31
mesh:C000591245,mesh:D009765,semaglutide,Obesity,2,"1 P3, 1 P2",Eli Lilly and Company,LLY,2,1,0.0233950728286279,0.0233950728286279,0.052534562211981564,1085,57,1,0,,,0.04133333333333333,750,31
mesh:C000591245,mesh:D011236,semaglutide,Prediabetic State,1,1 P3,Eli Lilly and Company,LLY,1,0,,,0.04133333333333333,750,31,1,0,,,0.04133333333333333,750,31
mesh:C000591245,mesh:D050177,semaglutide,Overweight,2,"1 P3, 1 P2",Eli Lilly and Company,LLY,2,1,0.0233950728286279,0.0233950728286279,0.052534562211981564,1085,57,1,0,,,0.04133333333333333,750,31
mesh:C000591245,mesh:D065626,semaglutide,Non-alcoholic Fatty Liver Disease,2,2 P2,Gilead Sciences,GILD,2,0,,,0.10873440285204991,561,61,0,0,,,,0,0
mesh:C000591679,mesh:D003015,cadazolid,Clostridium Infections,4,"2 P3, 1 P2, 1 P1",Actelion,JNJ,4,0,,,0.10268948655256724,1227,126,2,0,,,0.10268948655256724,1227,126
mesh:C000591843,mesh:D001943,litronesib,Breast Neoplasms,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.23076923076923078,39,9,0,0,,,,0,0
mesh:C000591843,mesh:D002289,litronesib,"Carcinoma, Non-Small-Cell Lung",1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.3786407766990291,103,39,0,0,,,,0,0
mesh:C000591843,mesh:D004938,litronesib,Esophageal Neoplasms,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.3786407766990291,103,39,0,0,,,,0,0
mesh:C000591843,mesh:D006258,litronesib,Head and Neck Neoplasms,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.3786407766990291,103,39,0,0,,,,0,0
mesh:C000591843,mesh:D009362,litronesib,Neoplasm Metastasis,1,1 P1,Eli Lilly and Company,LLY,1,0,,,0.48148148148148145,54,26,0,0,,,,0,0
mesh:C000591843,mesh:D009369,litronesib,Neoplasms,3,"1 P2, 2 P1",Eli Lilly and Company,LLY,3,0,,,0.36538461538461536,156,57,0,0,,,,0,0
mesh:C000591843,mesh:D010051,litronesib,Ovarian Neoplasms,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.3786407766990291,103,39,0,0,,,,0,0
mesh:C000591843,mesh:D011471,litronesib,Prostatic Neoplasms,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.3786407766990291,103,39,0,0,,,,0,0
mesh:C000591843,mesh:D012008,litronesib,Recurrence,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.23076923076923078,39,9,0,0,,,,0,0
mesh:C000591843,mesh:D013274,litronesib,Stomach Neoplasms,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.3786407766990291,103,39,0,0,,,,0,0
mesh:C000591843,mesh:D015179,litronesib,Colorectal Neoplasms,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.3786407766990291,103,39,0,0,,,,0,0
mesh:C000591843,mesh:D055752,litronesib,Small Cell Lung Carcinoma,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.375,64,24,0,0,,,,0,0
mesh:C000592131,mesh:D001714,vixotrigine,Bipolar Disorder,2,2 P1,Biogen,BIIB,2,0,,,,0,0,0,0,,,,0,0
mesh:C000592131,mesh:D009437,vixotrigine,Neuralgia,2,2 P1,Biogen,BIIB,2,0,,,,0,0,0,0,,,,0,0
mesh:C000592131,mesh:D014277,vixotrigine,Trigeminal Neuralgia,3,"1 P2, 2 P1",Biogen,BIIB,3,0,,,,0,0,0,0,,,,0,0
mesh:C000592131,raw:drug interaction,vixotrigine,Drug Interaction,1,1 P1,Biogen,BIIB,1,0,,,,0,0,0,0,,,,0,0
mesh:C000592131,raw:drug interactions,vixotrigine,Drug Interactions,1,1 P1,Biogen,BIIB,1,0,,,,0,0,0,0,,,,0,0
mesh:C000592131,raw:healthy,vixotrigine,Healthy,1,1 P1,Biogen,BIIB,1,0,,,,0,0,0,0,,,,0,0
mesh:C000592131,raw:healthy volunteer,vixotrigine,Healthy Volunteer,1,1 P1,Biogen,BIIB,1,0,,,,0,0,0,0,,,,0,0
mesh:C000592131,raw:lumbosacral radiculopathy,vixotrigine,Lumbosacral Radiculopathy,2,2 P2,Biogen,BIIB,2,0,,,,0,0,0,0,,,,0,0
mesh:C000592131,raw:primary inherited erythromelalgia,vixotrigine,Primary Inherited Erythromelalgia,1,1 P2,Biogen,BIIB,1,0,,,,0,0,0,0,,,,0,0
mesh:C000592179,mesh:D000072716,fulranumab,Cancer Pain,1,1 P2,"Janssen Research & Development, LLC",JNJ,1,0,,,,0,0,0,0,,,,0,0
mesh:C000592179,mesh:D010003,fulranumab,Osteoarthritis,4,4 P3,"Janssen Research & Development, LLC",JNJ,4,0,,,,0,0,4,0,,,,0,0
mesh:C000592179,mesh:D010146,fulranumab,Pain,5,"4 P3, 1 P2","Janssen Research & Development, LLC",JNJ,5,0,,,,0,0,4,0,,,,0,0
