drug_key,condition_key,drug_label,condition_label,n_trials,phase_breakdown,sponsors,tickers,all_n_trials,all_n_scored,all_weighted_score,all_mean_score,all_pooled_drug_rate,all_drug_at_risk_total,all_drug_affected_total,pivotal_n_trials,pivotal_n_scored,pivotal_weighted_score,pivotal_mean_score,pivotal_pooled_drug_rate,pivotal_drug_at_risk_total,pivotal_drug_affected_total
mesh:D000093542,mesh:D002583,Gemcitabine,Uterine Cervical Neoplasms,2,2 P3,"Eli Lilly and Company, Seagen, a wholly owned subsidiary of Pfizer","LLY, PFE",2,0,,,0.35991820040899797,489,176,2,0,,,0.35991820040899797,489,176
mesh:D000093542,mesh:D004066,Gemcitabine,Digestive System Diseases,1,1 P3,Celgene,BMY,1,0,,,0.32511737089201875,852,277,1,0,,,0.32511737089201875,852,277
mesh:D000093542,mesh:D004067,Gemcitabine,Digestive System Neoplasms,1,1 P3,Celgene,BMY,1,0,,,0.32511737089201875,852,277,1,0,,,0.32511737089201875,852,277
mesh:D000093542,mesh:D004700,Gemcitabine,Endocrine System Diseases,1,1 P3,Celgene,BMY,1,0,,,0.32511737089201875,852,277,1,0,,,0.32511737089201875,852,277
mesh:D000093542,mesh:D004701,Gemcitabine,Endocrine Gland Neoplasms,1,1 P3,Celgene,BMY,1,0,,,0.32511737089201875,852,277,1,0,,,0.32511737089201875,852,277
mesh:D000093542,mesh:D005185,Gemcitabine,Fallopian Tube Neoplasms,3,"2 P3, 1 P2",Eli Lilly and Company,LLY,3,1,0.2237762237762237,0.2237762237762237,0.1722900215362527,1393,240,2,0,,,0.15825169555388094,1327,210
mesh:D000093542,mesh:D005706,Gemcitabine,Gallbladder Neoplasms,1,1 P1,Eli Lilly and Company,LLY,1,0,,,,0,0,0,0,,,,0,0
mesh:D000093542,mesh:D005833,Gemcitabine,"Genital Neoplasms, Female",2,2 P3,Eli Lilly and Company,LLY,2,0,,,0.15825169555388094,1327,210,2,0,,,0.15825169555388094,1327,210
mesh:D000093542,mesh:D008175,Gemcitabine,Lung Neoplasms,8,"2 P3, 5 P2, 1 P1","Celgene, Eli Lilly and Company, Pfizer","BMY, LLY, PFE",8,0,,,0.5357142857142857,308,165,2,0,,,,0,0
mesh:D000093542,mesh:D008223,Gemcitabine,Lymphoma,1,1 P2,Celgene,BMY,1,0,,,0.388,250,97,0,0,,,,0,0
mesh:D000093542,mesh:D008228,Gemcitabine,"Lymphoma, Non-Hodgkin",3,"1 P3, 1 P2, 1 P1","Celgene, Eli Lilly and Company","BMY, LLY",3,0,,,0.6697247706422018,109,73,1,0,,,0.6697247706422018,109,73
mesh:D000093542,mesh:D008545,Gemcitabine,Melanoma,2,2 P1,Eli Lilly and Company,LLY,2,0,,,,0,0,0,0,,,,0,0
mesh:D000093542,mesh:D008654,Gemcitabine,Mesothelioma,1,1 P2,Eli Lilly and Company,LLY,1,0,,,,0,0,0,0,,,,0,0
mesh:D000093542,mesh:D009362,Gemcitabine,Neoplasm Metastasis,7,"2 P3, 4 P2, 1 P1","Bristol-Myers Squibb, Eli Lilly and Company, Pharmacyclics LLC.","ABBV, BMY, LLY",7,1,0.012820512820512699,0.0128205128205127,0.487012987012987,308,150,2,0,,,,0,0
mesh:D000093542,mesh:D009369,Gemcitabine,Neoplasms,13,"2 P3, 5 P2, 6 P1","AbbVie (prior sponsor, Abbott), Celgene, Eli Lilly and Company, Gilead Sciences, Pfizer","ABBV, BMY, GILD, LLY, PFE",13,1,0.012820512820512699,0.0128205128205127,0.37174095878889823,1189,442,2,0,,,0.32511737089201875,852,277
mesh:D000093542,mesh:D009371,Gemcitabine,Neoplasms by Site,1,1 P3,Celgene,BMY,1,0,,,0.32511737089201875,852,277,1,0,,,0.32511737089201875,852,277
mesh:D000093542,mesh:D010051,Gemcitabine,Ovarian Neoplasms,4,"2 P3, 1 P2, 1 P1",Eli Lilly and Company,LLY,4,0,,,0.15825169555388094,1327,210,2,0,,,0.15825169555388094,1327,210
mesh:D000093542,mesh:D010182,Gemcitabine,Pancreatic Diseases,1,1 P3,Celgene,BMY,1,0,,,0.32511737089201875,852,277,1,0,,,0.32511737089201875,852,277
mesh:D000093542,mesh:D010190,Gemcitabine,Pancreatic Neoplasms,27,"4 P3, 17 P2, 5 P1, 1 ?","AbbVie (prior sponsor, Abbott), Array BioPharma, Bristol-Myers Squibb, Celgene, Eli Lilly and Company, Gilead Sciences, Johnson & Johnson Pharmaceutical Research & Development, L.L.C., Pfizer, Pharmacyclics LLC.","ABBV, BMY, GILD, JNJ, LLY, PFE",27,2,0.05590857499694084,0.054269355240228905,0.434640522875817,3366,1463,4,0,,,0.3946268656716418,1675,661
mesh:D000093542,mesh:D010386,Gemcitabine,Pelvic Neoplasms,2,2 P3,Eli Lilly and Company,LLY,2,0,,,0.15825169555388094,1327,210,2,0,,,0.15825169555388094,1327,210
mesh:D000093542,mesh:D010534,Gemcitabine,Peritoneal Neoplasms,2,2 P3,Eli Lilly and Company,LLY,2,0,,,0.15825169555388094,1327,210,2,0,,,0.15825169555388094,1327,210
mesh:D000093542,mesh:D011471,Gemcitabine,Prostatic Neoplasms,1,1 P1,Eli Lilly and Company,LLY,1,0,,,,0,0,0,0,,,,0,0
mesh:D000093542,mesh:D012008,Gemcitabine,Recurrence,1,1 P3,Celgene,BMY,1,0,,,0.6697247706422018,109,73,1,0,,,0.6697247706422018,109,73
mesh:D000093542,mesh:D012509,Gemcitabine,Sarcoma,1,1 P2,Eli Lilly and Company,LLY,1,1,0.0215762273901808,0.0215762273901808,0.49444444444444446,180,89,0,0,,,,0,0
mesh:D000093542,mesh:D014571,Gemcitabine,Urologic Neoplasms,2,2 P2,Eli Lilly and Company,LLY,2,0,,,,0,0,0,0,,,,0,0
mesh:D000093542,mesh:D015179,Gemcitabine,Colorectal Neoplasms,5,"2 P2, 3 P1","Bristol-Myers Squibb, Eli Lilly and Company, Gilead Sciences","BMY, GILD, LLY",5,0,,,0.4484375,640,287,0,0,,,,0,0
mesh:D000093542,mesh:D016403,Gemcitabine,"Lymphoma, Large B-Cell, Diffuse",3,"1 P3, 2 P2","Celgene, Eli Lilly and Company, Kite, A Gilead Company","BMY, GILD, LLY",3,0,,,0.5783898305084746,472,273,1,0,,,0.6697247706422018,109,73
mesh:D000093542,mesh:D018281,Gemcitabine,Cholangiocarcinoma,1,1 P1,Eli Lilly and Company,LLY,1,0,,,,0,0,0,0,,,,0,0
mesh:D000093542,mesh:D020522,Gemcitabine,"Lymphoma, Mantle-Cell",1,1 P2,Celgene,BMY,1,0,,,0.388,250,97,0,0,,,,0,0
mesh:D000093542,mesh:D021441,Gemcitabine,"Carcinoma, Pancreatic Ductal",1,1 P3,Pfizer,PFE,1,1,0.025166070516096,0.025166070516096,0.35526315789473684,304,108,1,1,0.025166070516096,0.025166070516096,0.35526315789473684,304,108
mesh:D000093542,mesh:D064726,Gemcitabine,Triple Negative Breast Neoplasms,2,"1 P3, 1 P1",Celgene,BMY,2,0,,,0.35638297872340424,188,67,1,0,,,0.35638297872340424,188,67
mesh:D000093542,raw:advanced cancer,Gemcitabine,Advanced Cancer,1,1 P1,Eli Lilly and Company,LLY,1,0,,,0.0,6,0,0,0,,,,0,0
mesh:D000093542,raw:advanced pancreatic cancer,Gemcitabine,Advanced Pancreatic Cancer,1,1 P2,Bristol-Myers Squibb,BMY,1,0,,,0.7597765363128491,179,136,0,0,,,,0,0
mesh:D000093542,raw:advanced solid tumors,Gemcitabine,Advanced Solid Tumors,1,1 P1,"AbbVie (prior sponsor, Abbott)",ABBV,1,0,,,,0,0,0,0,,,,0,0
mesh:D000093542,raw:biliary tract carcinoma,Gemcitabine,Biliary Tract Carcinoma,1,1 P2,Eli Lilly and Company,LLY,1,0,,,,0,0,0,0,,,,0,0
mesh:D000093542,raw:metastatic pancreatic adenocarcinoma,Gemcitabine,Metastatic Pancreatic Adenocarcinoma,1,1 P3,Pharmacyclics LLC.,ABBV,1,1,-0.06059506531204651,-0.0605950653120465,0.5384615384615384,208,112,1,1,-0.06059506531204651,-0.0605950653120465,0.5384615384615384,208,112
mesh:D000093542,raw:solid tumors,Gemcitabine,Solid Tumors,2,2 P1,"AbbVie, Eli Lilly and Company","ABBV, LLY",2,0,,,0.11764705882352941,17,2,0,0,,,,0,0
mesh:D000093542,raw:squamous non-small cell lung cancer,Gemcitabine,Squamous Non-small Cell Lung Cancer,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.2894736842105263,190,55,0,0,,,,0,0
mesh:D000095485,mesh:D006976,Bulk Drugs,"Hypertension, Pulmonary",1,1 P2,Actelion,JNJ,1,1,0.0197044334975369,0.0197044334975369,0.5714285714285714,28,16,0,0,,,,0,0
mesh:D000095485,raw:healthy,Bulk Drugs,Healthy,1,1 P1,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,PFE,1,0,,,,0,0,0,0,,,,0,0
mesh:D000095485,raw:healthy subjects,Bulk Drugs,Healthy Subjects,1,1 P1,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,PFE,1,0,,,,0,0,0,0,,,,0,0
mesh:D000095488,mesh:D012907,Nicotine Replacement Therapy,Smoking,1,1 ?,Johnson & Johnson GmbH,JNJ,1,0,,,,0,0,0,0,,,,0,0
mesh:D000095488,mesh:D013239,Nicotine Replacement Therapy,Stereotyped Behavior,1,1 ?,Johnson & Johnson GmbH,JNJ,1,0,,,,0,0,0,0,,,,0,0
mesh:D000095488,mesh:D016540,Nicotine Replacement Therapy,Smoking Cessation,1,1 ?,Johnson & Johnson GmbH,JNJ,1,0,,,,0,0,0,0,,,,0,0
mesh:D000095583,mesh:D003922,Continuous Glucose Monitoring,"Diabetes Mellitus, Type 1",1,1 ?,Eli Lilly and Company,LLY,1,0,,,0.033112582781456956,151,5,0,0,,,,0,0
mesh:D000095583,mesh:D003924,Continuous Glucose Monitoring,"Diabetes Mellitus, Type 2",2,"1 P3, 1 ?","Eli Lilly and Company, Pfizer","LLY, PFE",2,0,,,0.033112582781456956,151,5,1,0,,,,0,0
mesh:D000096662,mesh:D000230,Ramucirumab,Adenocarcinoma,4,"2 P3, 1 P2, 1 P1",Eli Lilly and Company,LLY,4,2,0.04249932629847069,0.03984187670877555,0.4404432132963989,722,318,2,2,0.04249932629847069,0.03984187670877555,0.4849023090586146,563,273
mesh:D000096662,mesh:D001661,Ramucirumab,Biliary Tract Neoplasms,1,1 P1,Eli Lilly and Company,LLY,1,0,,,0.5581395348837209,172,96,0,0,,,,0,0
mesh:D000096662,mesh:D001749,Ramucirumab,Urinary Bladder Neoplasms,2,"1 P3, 1 P1",Eli Lilly and Company,LLY,2,1,0.0264589732338744,0.0264589732338744,0.4813953488372093,430,207,1,1,0.0264589732338744,0.0264589732338744,0.43023255813953487,258,111
mesh:D000096662,mesh:D001943,Ramucirumab,Breast Neoplasms,5,"1 P3, 2 P2, 2 P1",Eli Lilly and Company,LLY,5,1,0.0727066391890386,0.0727066391890386,0.3597390493942218,1073,386,1,1,0.0727066391890386,0.0727066391890386,0.37898936170212766,752,285
mesh:D000096662,mesh:D002289,Ramucirumab,"Carcinoma, Non-Small-Cell Lung",8,"1 P3, 3 P2, 4 P1",Eli Lilly and Company,LLY,8,1,-0.0017419984205880002,-0.001741998420588,0.477124183006536,1377,657,1,1,-0.0017419984205880002,-0.001741998420588,0.4529505582137161,627,284
mesh:D000096662,mesh:D002292,Ramucirumab,"Carcinoma, Renal Cell",3,3 P2,Eli Lilly and Company,LLY,3,0,,,0.40942028985507245,276,113,0,0,,,,0,0
mesh:D000096662,mesh:D002295,Ramucirumab,"Carcinoma, Transitional Cell",2,"1 P3, 1 P1",Eli Lilly and Company,LLY,2,1,0.0264589732338744,0.0264589732338744,0.4813953488372093,430,207,1,1,0.0264589732338744,0.0264589732338744,0.43023255813953487,258,111
mesh:D000096662,mesh:D003110,Ramucirumab,Colonic Neoplasms,3,"2 P2, 1 P1",Eli Lilly and Company,LLY,3,0,,,0.28502415458937197,207,59,0,0,,,,0,0
mesh:D000096662,mesh:D004938,Ramucirumab,Esophageal Neoplasms,1,1 P2,Eli Lilly and Company,LLY,1,1,0.1853658536585365,0.1853658536585365,0.5853658536585366,82,48,0,0,,,,0,0
mesh:D000096662,mesh:D005185,Ramucirumab,Fallopian Tube Neoplasms,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.36666666666666664,60,22,0,0,,,,0,0
mesh:D000096662,mesh:D006528,Ramucirumab,"Carcinoma, Hepatocellular",6,"2 P3, 2 P2, 2 P1",Eli Lilly and Company,LLY,6,2,0.10621431381034316,0.10452814853687309,0.4348894348894349,814,354,2,2,0.10621431381034316,0.10452814853687309,0.4,560,224
mesh:D000096662,mesh:D008107,Ramucirumab,Liver Diseases,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.5714285714285714,42,24,0,0,,,,0,0
mesh:D000096662,mesh:D008113,Ramucirumab,Liver Neoplasms,3,"1 P3, 2 P2",Eli Lilly and Company,LLY,3,1,0.09473620080419148,0.0947362008041915,0.3767772511848341,422,159,1,1,0.09473620080419148,0.0947362008041915,0.35335689045936397,283,100
mesh:D000096662,mesh:D008175,Ramucirumab,Lung Neoplasms,2,"1 P3, 1 P2",Eli Lilly and Company,LLY,2,1,-0.0017419984205880002,-0.001741998420588,0.483835005574136,897,434,1,1,-0.0017419984205880002,-0.001741998420588,0.4529505582137161,627,284
mesh:D000096662,mesh:D008545,Ramucirumab,Melanoma,2,"1 P2, 1 P1",Eli Lilly and Company,LLY,2,0,,,0.28431372549019607,102,29,0,0,,,,0,0
mesh:D000096662,mesh:D009362,Ramucirumab,Neoplasm Metastasis,3,"1 P3, 1 P2, 1 P1",Eli Lilly and Company,LLY,3,1,0.031098010316875403,0.0310980103168754,0.4768211920529801,302,144,1,1,0.031098010316875403,0.0310980103168754,0.4745762711864407,236,112
mesh:D000096662,mesh:D009369,Ramucirumab,Neoplasms,7,"3 P2, 4 P1",Eli Lilly and Company,LLY,7,1,0.1853658536585365,0.1853658536585365,0.5296803652968036,219,116,0,0,,,,0,0
mesh:D000096662,mesh:D010051,Ramucirumab,Ovarian Neoplasms,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.36666666666666664,60,22,0,0,,,,0,0
mesh:D000096662,mesh:D010190,Ramucirumab,Pancreatic Neoplasms,1,1 P1,Eli Lilly and Company,LLY,1,0,,,,0,0,0,0,,,,0,0
mesh:D000096662,mesh:D011471,Ramucirumab,Prostatic Neoplasms,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.5757575757575758,132,76,0,0,,,,0,0
mesh:D000096662,mesh:D012004,Ramucirumab,Rectal Neoplasms,2,"1 P2, 1 P1",Eli Lilly and Company,LLY,2,0,,,0.2578616352201258,159,41,0,0,,,,0,0
mesh:D000096662,mesh:D012008,Ramucirumab,Recurrence,1,1 P1,Eli Lilly and Company,LLY,1,0,,,0.41379310344827586,29,12,0,0,,,,0,0
mesh:D000096662,mesh:D013274,Ramucirumab,Stomach Neoplasms,8,"2 P3, 4 P2, 2 P1",Eli Lilly and Company,LLY,8,3,0.06270267360191434,0.08834986902536253,0.41795104261106075,1103,461,2,2,0.04249932629847069,0.03984187670877555,0.4849023090586146,563,273
mesh:D000096662,mesh:D014516,Ramucirumab,Ureteral Neoplasms,2,"1 P2, 1 P1",Eli Lilly and Company,LLY,2,0,,,0.5192307692307693,312,162,0,0,,,,0,0
mesh:D000096662,mesh:D014523,Ramucirumab,Urethral Neoplasms,3,"1 P3, 1 P2, 1 P1",Eli Lilly and Company,LLY,3,1,0.0264589732338744,0.0264589732338744,0.4789473684210526,570,273,1,1,0.0264589732338744,0.0264589732338744,0.43023255813953487,258,111
mesh:D000096662,mesh:D015179,Ramucirumab,Colorectal Neoplasms,4,"1 P3, 1 P2, 2 P1",Eli Lilly and Company,LLY,4,1,0.0428517213725153,0.0428517213725153,0.3704974271012007,583,216,1,1,0.0428517213725153,0.0428517213725153,0.3742911153119093,529,198
mesh:D000096662,mesh:D016543,Ramucirumab,Central Nervous System Neoplasms,1,1 P1,Eli Lilly and Company,LLY,1,0,,,0.41379310344827586,29,12,0,0,,,,0,0
mesh:D000096662,mesh:D020522,Ramucirumab,"Lymphoma, Mantle-Cell",1,1 P1,Eli Lilly and Company,LLY,1,0,,,,0,0,0,0,,,,0,0
mesh:D000096662,raw:advanced solid tumors,Ramucirumab,Advanced Solid Tumors,1,1 P1,Eli Lilly and Company,LLY,1,0,,,0.3333333333333333,15,5,0,0,,,,0,0
mesh:D000096662,raw:gastric adenocarcinoma,Ramucirumab,Gastric Adenocarcinoma,1,1 P3,Eli Lilly and Company,LLY,1,1,0.08612451453454162,0.0861245145345416,0.3412969283276451,293,100,1,1,0.08612451453454162,0.0861245145345416,0.3412969283276451,293,100
mesh:D000096662,raw:gastroesophageal junction adenocarcinoma,Ramucirumab,Gastroesophageal Junction Adenocarcinoma,3,"2 P3, 1 P2",Eli Lilly and Company,LLY,3,3,0.04846071017914437,0.0528518754584163,0.3974025974025974,770,306,2,2,0.04815988685710345,0.054193025363983155,0.4237012987012987,616,261
mesh:D000096662,raw:healthy,Ramucirumab,Healthy,1,1 P1,Eli Lilly and Company,LLY,1,1,-0.0380952380952381,-0.0380952380952381,0.02857142857142857,35,1,0,0,,,,0,0
mesh:D000096662,raw:malignant solid tumor,Ramucirumab,Malignant Solid Tumor,2,2 P2,Eli Lilly and Company,LLY,2,0,,,0.24489795918367346,98,24,0,0,,,,0,0
mesh:D000096662,raw:metastatic gastric adenocarcinoma,Ramucirumab,Metastatic Gastric Adenocarcinoma,2,"1 P3, 1 P2",Eli Lilly and Company,LLY,2,2,0.028637655255251086,0.03621555592035365,0.43186582809224316,477,206,1,1,0.0222615361934247,0.0222615361934247,0.4984520123839009,323,161
mesh:D000096662,raw:non-small cell lung cancer metastatic,Ramucirumab,Non-small Cell Lung Cancer Metastatic,1,1 P2,Eli Lilly and Company,LLY,1,1,0.0028224055579678,0.0028224055579678,0.3191489361702128,94,30,0,0,,,,0,0
mesh:D000096662,raw:solid tumor,Ramucirumab,Solid Tumor,1,1 P1,Eli Lilly and Company,LLY,1,0,,,0.14285714285714285,28,4,0,0,,,,0,0
mesh:D000096662,raw:solid tumors,Ramucirumab,Solid Tumors,1,1 P2,Eli Lilly and Company,LLY,1,0,,,0.3793103448275862,29,11,0,0,,,,0,0
mesh:D000096983,mesh:D000544,Ginkgo Extract,Alzheimer Disease,1,1 ?,Janssen-Cilag G.m.b.H,JNJ,1,0,,,,0,0,0,0,,,,0,0
mesh:D000096983,mesh:D001526,Ginkgo Extract,Behavioral Symptoms,1,1 ?,Janssen-Cilag G.m.b.H,JNJ,1,0,,,,0,0,0,0,,,,0,0
mesh:D000096983,mesh:D003704,Ginkgo Extract,Dementia,1,1 ?,Janssen-Cilag G.m.b.H,JNJ,1,0,,,,0,0,0,0,,,,0,0
mesh:D000096983,mesh:D015140,Ginkgo Extract,"Dementia, Vascular",1,1 ?,Janssen-Cilag G.m.b.H,JNJ,1,0,,,,0,0,0,0,,,,0,0
mesh:D000096983,mesh:D019954,Ginkgo Extract,Neurobehavioral Manifestations,1,1 ?,Janssen-Cilag G.m.b.H,JNJ,1,0,,,,0,0,0,0,,,,0,0
mesh:D000097583,mesh:D000098968,Ceftaroline,Community-Acquired Pneumonia,1,1 ?,Pfizer,PFE,1,0,,,0.006309148264984227,317,2,0,0,,,,0,0
mesh:D000097583,mesh:D001424,Ceftaroline,Bacterial Infections,1,1 P3,Pfizer,PFE,1,0,,,0.06044678055190539,761,46,1,0,,,0.06044678055190539,761,46
mesh:D000097583,mesh:D002481,Ceftaroline,Cellulitis,1,1 P3,Pfizer,PFE,1,0,,,0.06044678055190539,761,46,1,0,,,0.06044678055190539,761,46
mesh:D000097583,mesh:D003141,Ceftaroline,Communicable Diseases,1,1 ?,Pfizer,PFE,1,0,,,0.006309148264984227,317,2,0,0,,,,0,0
mesh:D000097583,mesh:D007674,Ceftaroline,Kidney Diseases,1,1 P1,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
mesh:D000097583,mesh:D014946,Ceftaroline,Wound Infection,1,1 P3,Pfizer,PFE,1,0,,,0.06044678055190539,761,46,1,0,,,0.06044678055190539,761,46
mesh:D000097583,mesh:D018461,Ceftaroline,Soft Tissue Infections,2,"1 P3, 1 ?",Pfizer,PFE,2,0,,,0.04452690166975881,1078,48,1,0,,,0.06044678055190539,761,46
mesh:D000097583,raw:community-acquired bacterial pneumonia,Ceftaroline,Community-Acquired Bacterial Pneumonia,1,1 P3,Pfizer,PFE,1,0,,,0.07722513089005235,764,59,1,0,,,0.07722513089005235,764,59
mesh:D000097583,raw:healthy,Ceftaroline,Healthy,2,2 P1,Pfizer,PFE,2,0,,,,0,0,0,0,,,,0,0
mesh:D000097583,raw:healthy male volunteers,Ceftaroline,Healthy Male Volunteers,1,1 P1,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
mesh:D000097583,raw:healthy volunteers,Ceftaroline,Healthy Volunteers,1,1 P1,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
mesh:D000097583,raw:lung infection of individual not recently hospitalized,Ceftaroline,Lung Infection of Individual Not Recently Hospitalized,1,1 P3,Pfizer,PFE,1,0,,,0.07722513089005235,764,59,1,0,,,0.07722513089005235,764,59
mesh:D000097911,raw:icu patient,Third Generation Cephalosporins,ICU Patient,1,1 P4,Wyeth is now a wholly owned subsidiary of Pfizer,PFE,1,0,,,,0,0,1,0,,,,0,0
mesh:D000098435,raw:attr-cm,Machine Learning Algorithms,ATTR-CM,1,1 ?,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
mesh:D000098860,mesh:D001835,Tirzepatide,Body Weight,1,1 P1,Eli Lilly and Company,LLY,1,0,,,,0,0,0,0,,,,0,0
mesh:D000098860,mesh:D003920,Tirzepatide,Diabetes Mellitus,2,2 P3,Eli Lilly and Company,LLY,2,1,-0.0005667098445595,-0.0005667098445595,0.10880829015544041,193,21,2,1,-0.0005667098445595,-0.0005667098445595,0.10880829015544041,193,21
mesh:D000098860,mesh:D003924,Tirzepatide,"Diabetes Mellitus, Type 2",23,"2 P4, 13 P3, 2 P2, 6 P1",Eli Lilly and Company,LLY,23,12,-0.0023491871723035425,-0.01601240130261126,0.08259998257384334,11477,948,15,5,-0.0010666700077425493,-0.00182517139093268,0.08594614533382516,10844,932
mesh:D000098860,mesh:D004194,Tirzepatide,Disease,1,1 P3,Eli Lilly and Company,LLY,1,0,,,0.04133333333333333,750,31,1,0,,,0.04133333333333333,750,31
mesh:D000098860,mesh:D004700,Tirzepatide,Endocrine System Diseases,3,3 P3,Eli Lilly and Company,LLY,3,1,-0.0005667098445595,-0.0005667098445595,0.16316270566727606,2188,357,3,1,-0.0005667098445595,-0.0005667098445595,0.16316270566727606,2188,357
mesh:D000098860,mesh:D007003,Tirzepatide,Hypoglycemia,1,1 P1,Eli Lilly and Company,LLY,1,1,0.10256410256410249,0.1025641025641025,0.10256410256410256,39,4,0,0,,,,0,0
mesh:D000098860,mesh:D007676,Tirzepatide,"Kidney Failure, Chronic",1,1 P1,Eli Lilly and Company,LLY,1,0,,,0.0,45,0,0,0,,,,0,0
mesh:D000098860,mesh:D008659,Tirzepatide,Metabolic Diseases,4,"3 P3, 1 P1",Eli Lilly and Company,LLY,4,1,-0.0005667098445595,-0.0005667098445595,0.16316270566727606,2188,357,3,1,-0.0005667098445595,-0.0005667098445595,0.16316270566727606,2188,357
mesh:D000098860,mesh:D009043,Tirzepatide,Motor Activity,2,2 P3,Eli Lilly and Company,LLY,2,1,0.0112882439978998,0.0112882439978998,0.04628736740597879,1037,48,2,1,0.0112882439978998,0.0112882439978998,0.04628736740597879,1037,48
mesh:D000098860,mesh:D009748,Tirzepatide,Nutrition Disorders,6,6 P3,Eli Lilly and Company,LLY,6,6,0.0034744174630017607,0.0034401836846787493,0.06620787850023731,4214,279,6,6,0.0034744174630017607,0.0034401836846787493,0.06620787850023731,4214,279
mesh:D000098860,mesh:D009765,Tirzepatide,Obesity,18,"10 P3, 8 P1",Eli Lilly and Company,LLY,18,10,0.0044181040089902885,0.00786169460239708,0.07441626070888628,5953,443,10,7,0.0039738059194804574,0.0040352250933715006,0.07610008628127696,5795,441
mesh:D000098860,mesh:D011236,Tirzepatide,Prediabetic State,3,3 P3,Eli Lilly and Company,LLY,3,2,0.0027718484950244805,-0.00046003558942850006,0.059526973159713,3763,224,3,2,0.0027718484950244805,-0.00046003558942850006,0.059526973159713,3763,224
mesh:D000098860,mesh:D020181,Tirzepatide,"Sleep Apnea, Obstructive",1,1 P3,Eli Lilly and Company,LLY,1,0,,,0.07494646680942184,467,35,1,0,,,0.07494646680942184,467,35
mesh:D000098860,mesh:D044882,Tirzepatide,Glucose Metabolism Disorders,3,3 P3,Eli Lilly and Company,LLY,3,1,-0.0005667098445595,-0.0005667098445595,0.16316270566727606,2188,357,3,1,-0.0005667098445595,-0.0005667098445595,0.16316270566727606,2188,357
mesh:D000098860,mesh:D048550,Tirzepatide,Hepatic Insufficiency,1,1 P1,Eli Lilly and Company,LLY,1,0,,,0.03125,32,1,0,0,,,,0,0
mesh:D000098860,mesh:D050177,Tirzepatide,Overweight,13,"7 P3, 6 P1",Eli Lilly and Company,LLY,13,6,0.002837498205174774,0.0023290725735676332,0.06050761421319797,4925,298,7,5,0.002600515593843803,0.0001282204216144998,0.061695056086414624,4814,297
mesh:D000098860,mesh:D051437,Tirzepatide,Renal Insufficiency,1,1 P1,Eli Lilly and Company,LLY,1,0,,,0.0,45,0,0,0,,,,0,0
mesh:D000098860,mesh:D065626,Tirzepatide,Non-alcoholic Fatty Liver Disease,1,1 P2,Eli Lilly and Company,LLY,1,1,0.0008802816901407999,0.0008802816901408,0.06338028169014084,142,9,0,0,,,,0,0
mesh:D000098860,raw:healthy,Tirzepatide,Healthy,8,8 P1,Eli Lilly and Company,LLY,8,1,0.0,0.0,0.0016666666666666668,600,1,0,0,,,,0,0
mesh:D000203,raw:newborn,Activities of Daily Living,Newborn,1,1 ?,Johnson & Johnson Consumer Inc. (J&JCI),JNJ,1,0,,,,0,0,0,0,,,,0,0
mesh:D000241,mesh:D000787,Adenosine,Angina Pectoris,2,2 P3,Pfizer,PFE,2,0,,,,0,0,2,0,,,,0,0
mesh:D000241,mesh:D003324,Adenosine,Coronary Artery Disease,4,4 P3,"Gilead Sciences, Pfizer","GILD, PFE",4,0,,,,0,0,4,0,,,,0,0
mesh:D000241,mesh:D007511,Adenosine,Ischemia,2,2 P3,Pfizer,PFE,2,0,,,,0,0,2,0,,,,0,0
mesh:D000241,mesh:D017202,Adenosine,Myocardial Ischemia,2,2 P3,Pfizer,PFE,2,0,,,,0,0,2,0,,,,0,0
mesh:D000277,raw:clostridium difficile,"Adjuvants, Pharmaceutic",Clostridium Difficile,1,1 P1,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
mesh:D000277,raw:healthy,"Adjuvants, Pharmaceutic",Healthy,1,1 P2,Janssen Vaccines & Prevention B.V.,JNJ,1,1,-0.0529709811146936,-0.0529709811146936,0.023952095808383235,167,4,0,0,,,,0,0
mesh:D000305,mesh:D001327,Adrenal Cortex Hormones,Autoimmune Diseases,1,1 P3,Eli Lilly and Company,LLY,1,1,-0.0115339410759612,-0.0115339410759612,0.13021363173957273,983,128,1,1,-0.0115339410759612,-0.0115339410759612,0.13021363173957273,983,128
mesh:D000305,mesh:D003240,Adrenal Cortex Hormones,Connective Tissue Diseases,1,1 P3,Eli Lilly and Company,LLY,1,1,-0.0115339410759612,-0.0115339410759612,0.13021363173957273,983,128,1,1,-0.0115339410759612,-0.0115339410759612,0.13021363173957273,983,128
