Date,Open,High,Low,Close,Volume
1962-01-02,0.06002849377178935,0.060341302305459976,0.06002849377178935,0.060341302305459976,0
1962-01-03,0.05971593736364723,0.05971593736364723,0.059403128921985626,0.059403128921985626,345600
1962-01-04,0.05940311749371276,0.0597159258751947,0.05877804011106491,0.05877804011106491,216000
1962-01-05,0.05830883950824053,0.05830883950824053,0.05783989652991295,0.05783989652991295,129600
1962-01-08,0.057370900383465435,0.057370900383465435,0.0569019578397274,0.0569019578397274,172800
1962-01-09,0.05752738192677498,0.05752738192677498,0.05752738192677498,0.05752738192677498,43200
1962-01-10,0.057996288847518083,0.05877804011106491,0.057996288847518083,0.05877804011106491,172800
1962-01-11,0.058778084531357376,0.058778084531357376,0.05846527591347695,0.058465275913476944,172800
1962-01-12,0.05846524373108751,0.058778052176781476,0.05783989652991295,0.05783989652991295,259200
1962-01-15,0.05783989652991295,0.05830883950824053,0.05783989652991295,0.05783989652991295,129600
1962-01-16,0.05783992081347215,0.05830886398868121,0.05752738192677498,0.05752738192677498,345600
1962-01-17,0.05752735777443235,0.058152704975606914,0.05752735777443235,0.05783989652991295,259200
1962-01-18,0.05752737616114015,0.05752737616114015,0.05737097188830375,0.05737097188830376,172800
1962-01-19,0.057683793718067956,0.05799633264541626,0.057683793718067956,0.05799633264541626,129600
1962-01-22,0.05752737616114015,0.05752737616114015,0.05737097188830375,0.05737097188830376,172800
1962-01-23,0.057370900383465435,0.057527304461365926,0.0569019578397274,0.0569019578397274,259200
1962-01-24,0.056902015367215196,0.056902015367215196,0.05658947658540341,0.056745611131191254,302400
1962-01-25,0.056745622517189225,0.05690202678459565,0.056433083672666584,0.05658948794007301,129600
1962-01-26,0.05658950456670335,0.05690204350305343,0.05643310025334359,0.05643310025334358,561600
1962-01-29,0.05658946801047125,0.05721481516957283,0.05658946801047125,0.05721481516957283,216000
1962-01-30,0.05721476599552838,0.05799624700510397,0.0569019578397274,0.0569019578397274,734400
1962-01-31,0.05737096870168498,0.0581527203321457,0.05737096870168498,0.05815272033214569,345600
1962-02-01,0.05815273897416616,0.05862168222665787,0.05799633465987858,0.05862168222665787,388800
1962-02-02,0.05877806027539797,0.061591718533037666,0.05877806027539797,0.06143558397889137,2160000
1962-02-05,0.06315495709238711,0.06503099910845349,0.06315495709238711,0.06409311294555664,1944000
1962-02-06,0.06471819888388616,0.06706318428177592,0.06471819888388616,0.06690678000450134,2289600
1962-02-07,0.06753212958574295,0.07003324562545998,0.06753212958574295,0.06753212958574295,3369600
1962-02-08,0.06753208390543015,0.06846996958408703,0.06643779405028599,0.06675033271312714,1382400
1962-02-09,0.06675035523691863,0.06675035523691863,0.06534352624422239,0.06659422069787979,777600
1962-02-12,0.06596884876489639,0.06596884876489639,0.06565631011364388,0.06596884876489639,216000
1962-02-13,0.06612561725277413,0.06612561725277413,0.06534200833462242,0.06549878418445587,734400
1962-02-14,0.06518550317903553,0.06518550317903553,0.06330500396360209,0.06361855566501617,1080000
1962-02-15,0.06361855566501617,0.06361855566501617,0.06299172259320503,0.06361855566501617,302400
1962-02-16,0.06361855713985826,0.06361855713985826,0.06314849990785701,0.06330500543117523,172800
1962-02-19,0.0628349632024765,0.0628349632024765,0.0628349632024765,0.0628349632024765,43200
1962-02-20,0.06220813868654582,0.06220813868654582,0.06173808127641678,0.06173808127641678,86400
1962-02-21,0.06173809060130696,0.06205164247616886,0.06017114222049713,0.06017114222049713,604800
1962-02-23,0.059857865599656196,0.059857865599656196,0.059544313699007034,0.059544313699007034,432000
1962-02-26,0.05985782651396656,0.06079794093966484,0.05985782651396656,0.06079794093966484,259200
1962-02-27,0.06079799458257388,0.061581604182720184,0.060484712941265825,0.061581604182720184,302400
1962-02-28,0.061581549848421596,0.062364888426166075,0.06079794093966484,0.06079794093966484,475200
1962-03-01,0.06079797736760006,0.06142481080397878,0.06079797736760006,0.060954753309488297,259200
1962-03-02,0.060641203075647354,0.060641203075647354,0.06048469746067513,0.060641203075647354,345600
1962-03-05,0.06079794093966484,0.06111122230456018,0.06079794093966484,0.06079794093966484,216000
1962-03-06,0.06126805221016134,0.061581604182720184,0.06126805221016134,0.061581604182720184,86400
1962-03-07,0.06158157569379091,0.06205163310391996,0.06142479978003932,0.06173808127641678,475200
1962-03-08,0.062051665037870414,0.06236494669547353,0.062051665037870414,0.06205166503787041,172800
1962-03-09,0.06173808127641678,0.06173808127641678,0.06173808127641678,0.06173808127641678,43200
1962-03-12,0.062208133896227764,0.062521685699586,0.062208133896227764,0.062364909797906876,129600
1962-03-13,0.06267819318182871,0.06440191715955734,0.06267819318182871,0.06440191715955734,345600
1962-03-14,0.06518550281580449,0.06612561725277413,0.06518550281580449,0.06549878418445587,864000
1962-03-15,0.06549882108392202,0.0662824304435285,0.06518553953878012,0.06596887856721878,518400
1962-03-16,0.06581235965547765,0.06581235965547765,0.06440191715955734,0.06440191715955734,345600
1962-03-19,0.0644019158356687,0.06455869173890666,0.06424541026353836,0.06424541026353836,86400
1962-03-20,0.06424541026353836,0.06455869173890666,0.06393185845706247,0.06424541026353836,388800
1962-03-21,0.06424540435676451,0.06424540435676451,0.06393185257911682,0.06393185257911682,86400
1962-03-22,0.06377509981393814,0.06377509981393814,0.06377509981393814,0.06377509981393814,129600
1962-03-23,0.06377506880136136,0.06393184467079213,0.06314850598573685,0.06314850598573685,259200
1962-03-26,0.06314849990785701,0.06330500543117523,0.06252166682151426,0.06330500543117523,259200
1962-03-27,0.0628349671718393,0.0628349671718393,0.06236490979790688,0.062364909797906876,86400
1962-03-28,0.062051665037870414,0.062051665037870414,0.062051665037870414,0.06205166503787041,43200
1962-03-29,0.062051665037870414,0.062051665037870414,0.062051665037870414,0.06205166503787041,43200
1962-03-30,0.0620516459286686,0.062364927489794664,0.060641203075647354,0.060641203075647354,432000
1962-04-02,0.060327958315610886,0.060327958315610886,0.060327958315610886,0.060327958315610886,43200
1962-04-03,0.0603279215145213,0.060641203075647354,0.06017114556836747,0.060641203075647354,86400
1962-04-04,0.06048468127846718,0.06048468127846718,0.06048468127846718,0.06048468127846718,172800
1962-04-05,0.06079794093966484,0.06079794093966484,0.06079794093966484,0.06079794093966484,86400
1962-04-06,0.06079801610963408,0.06126807390365729,0.060327958315610886,0.060327958315610886,216000
1962-04-09,0.06017114222049713,0.06017114222049713,0.06017114222049713,0.06017114222049713,86400
1962-04-10,0.06017114716911657,0.06024967232727019,0.059544313699007034,0.059544313699007034,345600
1962-04-11,0.05985784903168678,0.06048468232829601,0.05985784903168678,0.05985784903168678,216000
1962-04-12,0.05923103625671434,0.05923103625671434,0.058290921151638024,0.05829092115163803,302400
1962-04-13,0.05829089755425606,0.05970106964100319,0.05829089755425606,0.05938778817653656,259200
1962-04-16,0.05923102796077728,0.05923102796077728,0.05923102796077728,0.05923102796077728,43200
1962-04-17,0.05923102796077728,0.05923102796077728,0.05891774641336615,0.05923102796077728,0
1962-04-18,0.05891769006848335,0.05891769006848335,0.05891769006848335,0.05891769006848335,43200
1962-04-19,0.05891774641336615,0.05923102796077728,0.05891774641336615,0.05923102796077728,172800
1962-04-23,0.05907423049211503,0.05907423049211503,0.058917724941032174,0.05907423049211502,86400
1962-04-24,0.05860420274292759,0.05860420274292759,0.058290921151638024,0.05829092115163803,129600
1962-04-25,0.058290907056896546,0.058604188572434636,0.05813413113355637,0.058134131133556366,388800
1962-04-26,0.05797733772468963,0.05797733772468963,0.057037223130464554,0.057037223130464554,302400
1962-04-27,0.05703723483373961,0.05735078665019175,0.056097120046615594,0.0560971200466156,172800
1962-04-30,0.05609711503756643,0.0564103964949287,0.05390333384275437,0.053903333842754364,432000
1962-05-01,0.0540601145641415,0.056097120046615594,0.0540601145641415,0.0560971200466156,475200
1962-05-02,0.05625386235067064,0.05688042494705503,0.05625386235067064,0.05656714364886284,475200
1962-05-03,0.05688044428825379,0.05688044428825379,0.05688044428825379,0.056880444288253784,129600
1962-05-04,0.05719398772519253,0.057507269084453576,0.05719398772519253,0.05750726908445358,345600
1962-05-07,0.057507316655326386,0.05782086860496949,0.05735081101173587,0.057664092630147934,129600
1962-05-08,0.057664066805979915,0.05797734828409259,0.057194009423255913,0.05719400942325592,259200
1962-05-09,0.05688044428825379,0.05688044428825379,0.05688044428825379,0.056880444288253784,43200
1962-05-10,0.055940366881199466,0.055940366881199466,0.05515702768383142,0.05562708526849747,259200
